main_headline,bias,text,text_len,source,Image_link,sentiment,magnitude,senti,Image_path,Sentiment
key takeaway npr,Lean Left,key takeaway gordon sondland watersh impeach hear imag drew anger getti imag drew anger getti imag presid trump vice presid penc secretari state mike pompeo much officialdom loop throughout ukrain affair key wit congress wednesday watersh testimoni gordon sondland ambassador european union reject idea part back channel shadow effort confer state depart nation secur council year envoy work tri concess trump ukrainian presid volodymyr zelenskiy precis concess known investig trump polit rival clear real time sondland key lesson day one understand stori way exampl although ambassador eventu becam clear ukrainian commit key would unlock meet trump eventu roughli million assist sondland realiz target former vice presid joe biden son hunter within past month evid emerg includ white hous record trump phone call juli zelenskiy sondland tie phrase often use burisma refer ukrainian compani paid hunter biden trump elect alway burisma know connect burisma biden credibl question impeach inquisitor parti dubiou claim aspect sondland testimoni ambassador note taker often reli other record sondland alreadi revis deposit gave behind close door earlier phase inquiri question wednesday press call gap recollect whether state fact make infer sondland white hous state depart releas document materi attorney theme chime democrat complaint call obstruct trump one question rais wednesday whether hear would move needl trump administr prompt begin releas record relat sondland wit impeach case sondland trump never outlin quid pro quo sondland rare among player drama abil talk directli trump occas sondland call trump mobil phone restaur kyiv exampl presid ask convers investig want ukrainian launch trump never explicitli spell crux ukrain affair sondland never ukrainian made public statement american side request would white hous meet releas assist appropri congress sondland member congress other infer behind polici ambassador deliv crucial messag ukrainian counterpart poland zelenskiy would need make announc order move ahead engag sondland confer pompeo trump lawyer rudi giuliani diplomat colleagu other exchang republican counsel steve castor ambassador gave answer republican preserv foundat continu defens trump presid ever tell person precondit anyth castor ask sondland testimoni rais question polit heat other penc pompeo figur heavili ukrain affair sinc took much agenda washington earlier understand stori shadow back channel conduit trump via giuliani sondland three amigo explod sondland account wednesday ambassador plot diplomat strategi directli pompeo sondland testifi exampl sondland ask whether tri arrang contact trump zelenskiy poland american presid schedul travel sondland could prime zelenskiy need tell trump justic folk oper would move ahead investig ambassador wrote ye pompeo respond accord email sondland produc although trump never made trip instead penc sondland confer aid ukrain frozen white hous mention vice presid penc meet ukrainian concern delay becom tie issu investig sondland continu sondland recal mention zelenskiy meet actual meet presid zelenskiy rais issu secur assist directli vice presid penc vice presid would speak presid trump sondland member congress penc nod otherwis respond code euphem complic stori penc offic wednesday vice presid never convers investig biden burisma condit releas financi aid sondland never full pictur testimoni got impress penc follow take place say gordon talk ask democrat counsel daniel goldman say investig respond sondland sondland could mark shift ukrain affair histori may record wednesday divid ukrain affair phase sondland testimoni verifi mani fact earlier wit expand much public understand saga appear like evolv way ukrain affair play washington may shift factual question happen polit one whether took place appropri republican democrat lay groundwork time emphas differ aspect case republican argu final analysi wrongdo white hous releas assist ukrain zelenskiy launch investig trump want although trump support unanim endors action nearli republican agre presid deserv impeach democrat argu trump caught act say ukrain affair stori attempt briberi trump condit offici action concess hope would benefit person democrat tell democrat control phase process one public hear schedul thursday two wit action could move hous judiciari committe would respons handl potenti articl impeach send vote full hous hous speaker nanci pelosi calif leader suggest certain impeach would depend outcom investig one question rais sondland testimoni wednesday whether might satisfi rank file member enough commit impeach hous would trigger trial trump senat senat major leader mitch mcconnel ky answer question tuesday enough vote remov presid offic,8057,npr,https://media.npr.org/assets/img/2019/11/20/gettyimages-1188954158_wide-12ee61ff12662d979b460546d90ac4a1668efdb8-s1400-c100.jpg,7.0,31.0,positive,images/gettyimages-1188954158_wide-12ee61ff12662d979b460546d90ac4a1668efdb8-s1400-c100.jpg,positive
major back impeach concern violenc cb poll,Lean Left,even wide condemn violenc capitol last week american say could day come think least somewhat like could act violenc attempt next week presid elect joe biden inaugur seventi percent american want see presid trump support hold protest next week trump voter le like american overal think violenc like next week would favor protest immedi major american feel presid trump impeach hous prepar take matter democrat independ larg favor feel impeach would among thing help prevent donald trump run presid send signal behavior wrong show world democraci defend think could caus support protest find agreement republican republican oppos impeach like feel would creat divis countri republican believ presid noth wrong deserv remov resign sentiment come amid differ descript took place capitol eighti seven percent american disapprov happen strongli disapprov american particularli democrat independ happen describ insurrect attempt overthrow govern republican disapprov apt describ event protest went far fewer third call insurrect gener sizabl american across polit spectrum say use forc violenc alway unaccept pursuit polit goal may littl comfort say accept either parti feel way republican say democrat like younger male call presid trump resign vice presid penc invok th amend altern impeach variou option present respond togeth found similar major american would prefer presid leav end term next week includ would see remov plu would prefer resign cb survey conduct yougov use nation repres sampl resid interview januari sampl weight accord gender age race educ base american commun survey conduct bureau censu well presidenti vote registr statu margin error ± point toplin,2961,cbsnews,https://assets2.cbsnewsstatic.com/hub/i/r/2021/01/12/99b9d30d-6f26-4e7d-8f36-30c10fd25e9f/thumbnail/1200x630g2/9a0c470042b9571fb499106b30b3669f/2021-01-12t152507z-1806138070-rc2f6l99d65l-rtrmadp-3-usa-trump.jpg,6.0,46.0,positive,images/2021-01-12t152507z-1806138070-rc2f6l99d65l-rtrmadp-3-usa-trump.jpg,positive
egregi denial due process jan protest,Lean Left,two year control everi lever power washington democrat parti medium alli one side stori happen capitol jan two year surveil footag capitol riot air week tucker carlson kept american public democrat congress fals narr becam cement public conscious two year footag could exoner jan defend kept legal team peopl prison cover take footag air carlson monday night call qanon shaman jacob chansley escort capitol polic offic help open door enter empti senat chamber hard reconcil calm even cordial scene nearli four year prison sentenc chansley serv obstruct offici proceed contrari apologist say sinc carlson began air footag materi previous made avail defend jail without trial two year violat constitut right fair speedi trial ground appeal new york lawyer joseph mcbride one hero ugli saga repres six defend say signific proport hour surveil footag hous speaker kevin mccarthi releas carlson kept client give ground appeal chansley lawyer bill shipley legal analyst jonathan turley defens team materi mcbride say committe decept pejor comment maga republican presid biden poison dc juri pool beyond repair ground appeal footag show qanon shaman jacob chansley walk capitol polic follow behind ap surveil footag capitol riot air week tucker carlson ap egregi way peopl treat much two year pretrial find fact peopl find go dc gulag go shock american conscienc forev lawyer new book prison due process deni tell tale hell washington dc gulag central detent facil southeast washington hous cynthia hugh write poignantli one defend commit suicid rather go back jail defend kept separ unit mold wall brown water gener unsanitari condit subject hour day solitari confin deni adequ food medic treatment religi servic solac everi night gather sing nation anthem hugh new jersey mother four aunt prison founder nonprofit organ patriot freedom project help famili mani case lost breadwinn help contribut legal defens say everi legal defens fund turn back pariah child endur home torn apart fbi dawn raid write peopl suppos protect put daddi handcuff drag home last imag father men imprison access visit year point major jan defend dc jail activ reservist militari veteran describ horrif scene veteran day disput mask femal guard jan detaine femal guard becam enrag detaine wear mask unload sever can mace fill entir pod fume ga mask men drop knee sever taken stretcher nanci pelosi accus trump support defec hous floor ap jacquelyn martin capitol riot ugli behavior attack polic shame justifi unjust cruel treatment lengthi pre­trial detent nonviol defend two year deplor went washington dc day vilifi demon domest terrorist absurdli white supremacist miranda latest take sign devin onlin newslett miranda devin enter email address plea provid valid email address click agre term use privaci polici thank sign want even check newslett guilti proven innoc even enter capitol day nanci pelosi lie trump support defec hous floor evid thing happen defec kind thing could take time clean poo poo make pelosi gleefulli video day releas committe anoth casual defam pelosi engin committe polit advantag access surveil footag deliber withheld truth american peopl happen insid capitol day democrat cherri pick footag tailor evid support polit witch hunt show trial design give democrat chanc recast midterm messag new york declar multipl edit committe final rush print christma day remain amazon bestsel list releas clip could help exoner jan defend ap john minchillo holiday bestsel holiday season barn nobl flagship fifth avenu store manhattan seven differ edit pile high promin display tabl glossi cover decor name celebr liar democrat rep adam schiff ­jami raskin wrote foreword weapon committe attack polit adversari capitol riot gift democrat trump derang republican care pervers justic human toll polit game happen authoritarian oversea countri state depart would rightli decri injustic shabbi treatment defend stain countri reput gone unnot world,6875,nypost,https://nypost.com/wp-content/uploads/sites/2/2023/03/newspress-collage-26056897-1678330157974.jpg?quality=75&amp;strip=all&amp;1678312277&amp;w=1024,-7.0,89.0,negative,images/newspress-collage-26056897-1678330157974.jpg?quality=75&amp;strip=all&amp;1678312277&amp;w=1024,positive
mcconnel tread cautious trump elect fight,Lean Left,senat major leader mitch mcconnel ky walk fine line handl presid trump refus conced elect gop leader defend trump right challeng vote count sever key battleground state argu court meant handl disput elect result wealthi medium corpor project winner mcconnel keep distanc presid claim voter fraud campaign yet back hard evid go senat concentr busi left report tuesday ad would let presidenti elect go variou stage goe constitut ask sign fraud reelect race kentucki senat race mcconnel respond know risk brag close key consider mcconnel remark keep trump loyal base happi ahead two senat runoff race georgia jan decid parti control chamber next year anoth issu focus georgia regardless el goe focu take win georgia backstop sen mike round note top prioriti senat republican keep major right senat republican control seat democrat could win control sweep georgia sinc vice presid elect kamala harri would cast tie break vote next congress senat republican say irrespect trump court fight elect remain major forc gop polit hope trump campaign sen david perdu kelli loeffler ahead januari runoff sen kevin cramer presid vice presid lot capit base could key turn republican voter georgia al cross professor univers kentucki longtim observ kentucki polit biden correct tuesday republican mildli intimid trump cross mcconnel worri trump mess tri georgia mess might tri next congress mess next elect mess parti polit observ gone step warn trump inflict last damag american democraci claim stolen elect senat republican larg align trump posit elect result four gop senat extend congratul presid elect joe biden inaugur day mcconnel need trump support pas year end omnibu spend bill target coronaviru relief packag two top prioriti lame duck session far guarante failur pas spend bill dec would lead govern shutdown still mcconnel care directli endors trump fraud claim could undermin legitimaci elect expect return republican senat major gop leader reput protect mcconnel institutionalist member bodi suppos saucer cool hot coffe cup hous cross note mcconnel cool recept claim voter fraud hous gop leader echo imag mcconnel could easili tarnish latch onto trump sweep far baseless alleg fraud offici misconduct mcconnel stanc disput elect result set tone senat republican given polit cover deflect question whether biden presid elect whether trump conced given moder member confer sen susan collin main sen mitt romney utah room congratul biden victori darrel west director govern studi brook institut mcconnel tri delic balanc act mcconnel mostli interest preserv gop major senat support trump enough ensur trump campaign republican candid georgia mcconnel left distanc trump caught fraud controversi west ad expect mcconnel call trump conced elect inform support among republican senat erod would surpris mcconnel would want messeng know presid go respond think would make sen mcconnel let other convey messag point think lost caus nobodi would want messeng trump grow list world leader alreadi congratul biden victor includ canadian prime minist justin trudeau british prime minist bori johnson trump aid tell report biden lawmak capitol hill expect trump conced race may stop contest result court like publicli accept say romney outspoken trump critic earlier week acknowledg presid remain power forc gop biggest voic biggest follow sure republican voter listen republican right,5801,thehill,https://thehill.com/wp-content/uploads/sites/2/2020/11/mcconnellmitch_111020gn14_lead.jpg?w=1280,-10.0,98.0,negative,images/mcconnellmitch_111020gn14_lead.jpg?w=1280,positive
opinion trump shutdown stunt act needle stupid,Lean Left,stalem latest long line threat presid trump shut govern way video jenni starr washington jabin botsford washington comment stori comment gift articl actual part sign public servic posit rep mark meadow ask hundr thousand feder worker work without pay furlough without pay holiday partial govern shutdown argument u willing go public servic make sacrific hope accomplish good fellow citizen pawn pointless polit gamesmanship becam appar friday agreement could reach stopgap spend measur presid trump warn shutdown would last long time affect third govern workforc employe key depart includ homeland secur state justic weekend upcom christma holiday impact shutdown may immedi felt mistak curtail govern agenc impos cost across washington countri seem littl matter trump last week boast would proud shut govern glad take mantl one shut chang tune friday tri shift blame democrat go along demand money build border wall promis would financ mexico noth better illustr needle stupid shutdown trump claim take stand border secur one agenc caught custom border protect doubt polit principl drive trump era flip flop week stopgap spend bill signal would sign measur pas hous senat without wall fund buckl critic conserv medium instead stand job keep govern run hous speaker paul ryan wi senat major leader mitch mcconnel ky went along enabl worst instinct bad presid editori board opinion giftoutlin gift articl,2576,washingtonpost,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/BKMY66QFLAI6TFMMBJQBEJX7NM.jpg&amp;w=1440,-2.0,46.0,neutral,images/BKMY66QFLAI6TFMMBJQBEJX7NM.jpg&amp;w=1440,positive
say russia tri cover syria sarin attack,Lean Left,secretari state rex tillerson disembark plane arriv vnukovo airport moscow russia tuesday senior white hous offici accus russia tri cover suspect syrian chemic attack last week ad conclud syrian militari use ban sarin ga assault offici question whether russia role attack suggest may known alli syria plan use sarin brief tuesday intellig consensu whether russia advanc knowledg attack seem implaus moscow known given close militari cooper two countri,743,wsj,https://s.wsj.net/img/meta/wsj-social-share.png,-8.0,8.0,negative,images/wsj-social-share.png,positive
rnc melania trump mike pompeo buck tradit convent speech,Lean Left,first ladi melania trump argu husband elect white hous ground say fight american secretari state mike pompeo weigh jerusalem second night republican convent enter unusu territori polit event speech cap night program carri made tv flourish upend norm convent includ presid trump issu pardon conduct natur ceremoni white hous featur optimist tone monday open night convent,612,wsj,https://s.wsj.net/img/meta/wsj-social-share.png,1.0,3.0,neutral,images/wsj-social-share.png,positive
impeach hear sondland say pursu ukrain probe express direct trump,Lean Left,washington gordon sondland ambassador european union wednesday public hear express direct presid trump urg ukrain announc investig would benefit presid polit sondland testifi quid pro quo white hous meet new ukrainian presid investig trump sought explain detail believ nearli million aid ukrain link probe democrat account back central issu impeach inquiri republican question memori truth overst evid conclus,707,wsj,https://s.wsj.net/img/meta/wsj-social-share.png,2.0,2.0,neutral,images/wsj-social-share.png,positive
trump russia dossier analyst igor danchenko arraign fbi lie case,Lean Left,russian analyst igor danchenko arriv albert bryan courthous arraign novemb alexandria virginia danchenko lawyer mark schamel statement issu monday blast indict client expo danchenko unfairli malign fals alleg assist special counsel michael keilti prosecut danchenko judg anthoni trenga vast amount classifi materi includ exchang evid defend lawyer nbc report judg set tent trial date april analyst year old russian nation igor danchenko remain free bond analyst charg lie fbi agent work controversi steel dossier link russia former presid donald trump plead guilti wednesday arraign feder court alexandria virginia virginia resid danchenko charg last week five count make fals statement fbi interview work provid inform christoph steel former british spi author dossier danchenko third person charg part probe special counsel john durham appoint trump administr investig origin feder probe trump campaign suspect coordin russian agent influenc outcom presidenti elect republican trump face race hillari clinton democrat nomine steel dossier use fbi justifi warrant applic tap phone former trump campaign advisor carter page month elect day dossier fund firm fusion gp hire democrat nation committe conduct opposit research republican candid trump danchenko accus lie fbi agent never commun public relat execut activ democrat polit alleg steel report execut charl dolan jr serv state chairman virginia presidenti campaign presid bill clinton former execut director democrat governor associ danchenko accus fals tell agent receiv anonym phone call juli person believ presid russian american chamber commerc inform steel later suggest conspiraci cooper trump campaign russian offici danchenko lawyer schamel statement earlier week special counsel use speak indict present fals narr design humili slander renown expert busi intellig polit gain contrari decad depart justic polici danchenko respect research analyst uncov expo russia presid vladimir putin plagiar ph thesi whose work recogn world intellectu rigor accuraci schamel danchenko bodi work unit state reproach past five year agenda sought expo danchenko ident tarnish reput undermin nation secur lawyer moment inappropri reveal focu unrel polit motiv attack latest injustic stand expo danchenko unfairli malign fals alleg,3775,cnbc,https://image.cnbcfm.com/api/v1/image/106973337-1636553199715-gettyimages-1352461271-a14i2857_6fdc100c-451f-4d9d-8630-fcd770bc521b.jpeg?v=1636553375&amp;w=1920&amp;h=1080,1.0,9.0,neutral,images/106973337-1636553199715-gettyimages-1352461271-a14i2857_6fdc100c-451f-4d9d-8630-fcd770bc521b.jpeg?v=1636553375&amp;w=1920&amp;h=1080,positive
rex tillerson russia choos assad,Lean Left,lucca itali ap secretari state rex tillerson issu ultimatum russia tuesday side likemind countri syria embrac iran milit group hezbollah embattl syrian leader bashar assad embark trip moscow follow urgent meet itali top diplomat tillerson unclear whether russia fail take serious oblig rid syria chemic weapon mere incompet distinct much matter dead can not let happen secretari state want reliev suffer syrian peopl russia part futur play import role tillerson ad remark report russia maintain allianc group believ go serv russia interest longer term sinc launch airstrik assad forc retali chemic attack civilian last week trump administr offici offer mix messag whether washington believ assad definit surrend power tillerson clear saw role assad syria futur given lost legitimaci clear u reign assad famili come end question end transit could import durabl stabil insid unifi syria see syria attack blur focu isi presuppos occur tillerson ad ceas fire talk russia iran help broker kazakh capit astana could gener momentum toward broader talk polit transit astana talk succeed creat durabl ceas fire result polit talk would take place auspic unit nation process geneva date astana achiev much progress tillerson tillerson spoke meet likemind countri hastili arrang sidelin summit group seven industri economi itali day first time launch airstrik assad forc key focu sinc chemic attack increas pressur russia assad strongest alli use militari keep assad power other russia bear respons death civilian hand assad given moscow role guarante deal assad suppos given chemic weapon arsen rais stake significantli monday senior offici washington made preliminari conclus russia knew advanc syria chemic weapon attack yet proof moscow involv offici author speak publicli intellig matter demand anonym accus hang tillerson visit moscow plan meet russia foreign minist sergey lavrov possibl russian presid vladimir putin kremlin declin say whether putin would meet tillerson line usual practic announc meet ahead time unit state sought minim expect trip likelihood leav concess russia regard support assad instead hope use visit first trump cabinet offici russia convey expect moscow allow russian period time respond though intend punish assad chemic weapon attack strike last week serv refocu world attent bloodi war syria seventh year diplomat gather itali offici washington float possibl new sanction syrian russian militari plu threat addit militari action assad govern continu attack civilian tuesday meet wall tuscan citi lucca countri join diplomat muslim major nation includ jordan qatar saudi arabia turkey unit arab emir inclus countri import strategi syria involv enlist help mideast nation ensur secur stabil syria islam state group vanquish,4593,washingtontimes,https://twt-thumbs.washtimes.com/media/image/2017/04/11/Italy_G7_Foreign_Ministers_29551.jpg-4ea76_c0-0-2000-1166_s1200x700.jpg?10a57a34575c6b259c990fae314f4f7b2a5156f5,-7.0,57.0,negative,images/Italy_G7_Foreign_Ministers_29551.jpg-4ea76_c0-0-2000-1166_s1200x700.jpg?10a57a34575c6b259c990fae314f4f7b2a5156f5,positive
opinion could democrat impeach trump twice might,Lean Left,comment stori comment gift articl mitch mcconnel white hous figur whether away begin end presid trump impeach trial afternoon provoc new question rais impeach presum acquitt senat could hous democrat impeach trump second time dismiss absurd idea yet might happen might absolut necessari least consid possibl help u understand deep govern crisi could trump win second term offic question come court case involv former white hous counsel mcgahn defi subpoena hous judiciari committe give testimoni regard shock find robert mueller iii investig russia scandal democrat mani question want mcgahn answer particular interest one episod seem clear case obstruct justic accord mueller trump order mcgahn fire mueller mcgahn refus threaten resign later trump order mcgahn lie publicli newspap articl accur recount fact trump fire mueller final trump tri mcgahn creat fals paper trail claim order fire mueller never occur paul waldman opinion seri event could probabl basi anoth articl impeach democrat chose instead focu articl ukrain current court case justic depart argu impeach articl approv longer need court rush decid whether mcgahn testifi judiciari committe file court appeal monday lawyer committe mcgahn testimoni produc new evid support conclus presid trump commit impeach offens cover articl approv hous committe proceed accordingli includ necessari consid whether recommend new articl impeach might assum clever legal argument mayb intend worth take idea serious new articl ad current impeach entir new one futur date first thing understand mere fact presid ever impeach mean happen presid behavior warrant one done claus constitut state congress one opportun impeach presid acquit free pas rest time offic ever circumst presid least hypothet might warrant second impeach one presid utter disregard norm ethic behavior nonetheless enough slavish support member parti senat make convict virtual imposs clarifi talk trump impeach misde current call account talk impeach new misde yet discov yet commit futur consid futur realiz anoth impeach real possibl trump act though rule even law appli prevent aid compli law subpoena unhing person lawyer take american foreign polici toward ukrain pressur foreign govern aid reelect campaign made clear everi intent seek accept help foreign govern campaign begin limit russia say thing articl ii right whatev want presid hous impeach trump victori altern fact russian disinform say columnist dana milbank video washington susan walsh ap washington trump likelihood acquit senat take vindic prior behavior proof abl escap genuin account oval offic entir life imagin win reelect novemb anyon serious believ second term trump commit impeach offens tri imagin second term trump like suddenli begin act high ethic standard deep respect law feel even deepli whatev want one stop moment least constrain possibl give crimin instinct free rein could suffer poll prove littl constraint imagin would longer worri reelect bit self deal abus power present trump would say would wrong leav congress alreadi hamstrung abil conduct oversight blanket refus cooper gotten support stonewal republican conduct eight separ investig benghazi full outrag fulmin execut branch oblig submit congression investig appal new scandal reveal full nake corrupt presidenti misde option democrat impeach even win convict senat might choic bare minimum requir fulfil oblig constitut rule law second impeach possibl might inevit given moral bankruptci presid gang sycoph surround think crisi govern trump win reelect giftoutlin gift articl,6579,washingtonpost,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/GCIELYBCVMI6VMBU3Z64FNIZTM.jpg&amp;w=1440,22.0,92.0,positive,images/GCIELYBCVMI6VMBU3Z64FNIZTM.jpg&amp;w=1440,positive
pentagon u alert possibl retribut attack follow al baghdadi raid,Lean Left,defens depart alert possibl retali isi wake kill leader abu bakr al baghdadi special forc last weekend accord gen kenneth mckenzi spoke possibl threat wednesday part detail account date oper echo warn critic alli presid trump oper elimin threat terror group mosad take time establish someon lead organ period time action may littl bit disjoint mckenzi danger suspect tri form retribut attack postur prepar comment echo remark fbi director christoph wray greater threat virtual caliph radic american connect ground isi forc syria commit act domest terror group name similarli hous homeland secur committe chairman benni thompson miss warn condit syria ripe isi reconstitut even al baghdadi appar death russel traver act director nation counterterror center committe wednesday believ al baghdadi death littl effect isi day day oper signific attack plan plan continu much effect traver accord ap,1588,thehill,https://thehill.com/wp-content/uploads/sites/2/2019/10/abubakral-baghdadi_1026719getty.jpg?w=1280,-29.0,37.0,negative,images/abubakral-baghdadi_1026719getty.jpg?w=1280,positive
fear unstabl trump fit offic final danger day,Lean Left,cnn america face day danger departur unhing command chief set mob u capitol act insurrect shatter year tradit peac transfer power presid donald trump sediti behavior provok full crisi insid white hous bunker final day follow fractur ultra loyal vice presid mike penc refus join futil destruct effort overturn result elect orchestr one notori day u polit histori trash democraci refus week accept defeat trump suddenli issu dead night statement belatedli pledg orderli transit power presid elect joe biden januari usual move appear motiv self interest rather sen duti appear attempt stem wave west wing resign amid talk snap impeach effort cabinet invok th amend forc offic unspeak scene wednesday maraud thug march incendiari trump ralli storm capitol aim stop lawmak final presid elect joe biden victori ahead januari inaugur bedlam saw rioter smash window lay sieg lawmak reach hous senat chamber opposit effect hasten moment final repudi presid baseless claim stolen elect number senat republican mind drag presid stunt flip revuls storm citadel democraci ugli culmin lawless presid despit outrag perpetr trump support alli hous major republican still vote uphold total fraudul claim elect fraud shortli et thursday morn penc final talli elector vote presid elect favor constitut peopl triumph trump stun attempt coup shortli afterward presid issu written statement pledg orderli transit januari even though disagre outcom elect repeat fals claim fact side repres end greatest first term presidenti histori begin fight make america great trump wrote breach capitol first time sinc overshadow huge signific result twin runoff elect georgia hand democrat control senat victori raphael warnock jon ossoff transform prospect biden presid begin nation rip two trump sediti behavior consum murder worsen pandem produc new daili record covid death grow concern stabil presid twitter facebook account suspend incit retain full power presid nuclear code insid white hous bunker wednesday night trump fulmin defeat see treacheri penc offici consid resign includ nation secur advis robert brien deputi matt potting alreadi gone wednesday afternoon sourc cnn gop sourc cabinet member held preliminari discus invok th amend forc trump remov offic ground fit serv demand hous democrat trigger immedi impeach proceed tumult resolv alarm prospect uncontrol presid run rampant splinter chain command white hous grave nation secur implic could creat vacuum conduc unrest clear much momentum effort expel presid gather trump close leav offic reflect extrem concern even offici republican appeas wild impuls abus power four turbul year presid alreadi impeach caught tape tri steal elect georgia last weekend never recogn guardrail offic act way suggest think noth lose mind one sourc frequent contact trump cnn jim acosta presidenti historian dougla brinkley express concern damag unchain angri presid could wreak next two week anybodi feder bureau keep close eye donald trump act think irrat way brinkley surreal moment terrifi truth reveal assault capitol act mania presid turn insurg nation legislatur immeasur deepen polit estrang fester long left offic spectacl rioter wave trump flag wear make america great hat pile step gloriou dome shine beacon self govern surreal believ first shock unpreced scene american hord rampag hall congress polic gun drawn hous chamber rioter smash window can not surpris fact logic climax presid steep demagogueri conspiraci theori incit violenc strongman contempt constitut inevit result year misinform instig trump aid lie pump medium propagandist left million american believ fals claim rig elect shame dark day american histori share mock warn trump polit treacheri brew explos includ republican lawmak abet ludicr claim voter fraud enabl malign presid go walk … capitol trump ralli near white hous lit touch paper day mayhem congress met final biden elect victori never take back countri weak show strength strong appal scene horrifi incredul watch world recal revolt palac rebellion unstabl banana republ rather state ritual suppos last best hope democraci earth america josep borrel top european union offici twitter sadli contrari america wrought countri veng presid whose abomin four year power stoke american carnag danger econom blight decri inaugur address deliv nearli four year ago step overrun thug day infami actual began fbi open investig appar fake threat broadcast air traffic control frequenc fli plane capitol aveng u kill top iranian gener last year day peril came outsid within trump mob pull incurs previous manag british armi year ago recent debat among journalist refer trump bid steal free fair elect lost refus honor peac transfer power incit angri support disrupt constitut process close coup attempt countri ever seen former washington polic chief charl ramsey cnn timothi naftali cnn presidenti historian new york univers trump broken golden thread democraci sustain american freedom today first time histori presid oppos peac transfer power naftali shame episod question whether wednesday outrag one erupt quell becom aw memori presid tore countri apart bitter feel unleash trump confin ten thousand support flock washington dc presid medium shill seed pernici mistrust democraci across vast swath countri major trump voter violent million believ poison elect stolen think countri taken away rais possibl wednesday unrest violent death throe fail presid venom forc thwart biden hope heal corros divid fester trump leav offic offer platform continu extrem utah republican sen mitt romney best way show respect voter upset elect result perpetu trump lie tell truth choos continu support danger gambit object result legitim democrat elect forev seen complicit unpreced attack democraci sever republican senat anger wednesday event despit send signal impun trump previou abus power vote acquit impeach trial forg marriag conveni trump pursu share goal like confirm conserv judg trump hell journey hate end way oh god hate south carolina sen lindsey graham say count enough enough graham senat major leader mitch mcconnel condemn violenc reinforc opposit effort block biden victori kept chamber thug mob threat mcconnel certifi winner presidenti elect eleventh hour resign acknowledg biden victori hardli profil courag follow indulg grant republican trump anti democrat conduct week appeas denial biden victori trump silent amid mayhem member congress took cover beneath seat support roam though leadership offic trump noth mayhem trigger unfold tv one sourc cnn kaitlin collin trump preoccupi see penc polit apostasi vice presid announc would seek disrupt certif biden victori step power take case eventu trump issu video tell protest go home exacerb situat make disgrac fals alleg stolen elect presid silenc real violenc rage contrast incess fals pre elect claim leftist mob run rampant u citi call restor law order appar meager u capitol polic forc overwhelm congress contrast sharpli heavili arm phalanx secur forc trump pour onto street fill black live matter protest summer notori occas justic depart sent feder troop lafayett squar tear ga clear protest ahead absurd presidenti op left biden take offic countri brought knee trump divis pandem claim american live per day offer steadi hand leadership dissent disord chao border sedit biden speech delawar stori updat addit report,12413,cnn,"https://media.cnn.com/api/v1/images/stellar/prod/210106180136-05-capitol-protest-security-0106.jpg?q=x_5,y_506,h_2744,w_4876,c_crop/w_800",-60.0,220.0,negative,images/w_800,neutral
